"gender","age","qx","ex","year"
"Female",13,0.00017,64.91,1997
"Female",14,0.00022,63.93,1997
"Female",15,0.00027,62.94,1997
"Female",16,0.00031,61.96,1997
"Female",17,0.00034,60.98,1997
"Female",18,0.00035,60,1997
"Female",19,0.00033,59.02,1997
"Female",20,0.00031,58.04,1997
"Female",21,0.00031,57.05,1997
"Female",22,0.00032,56.07,1997
"Female",23,0.00033,55.09,1997
"Female",24,0.00033,54.11,1997
"Female",25,0.00034,53.12,1997
"Female",26,0.00037,52.14,1997
"Female",27,4e-04,51.16,1997
"Female",28,0.00043,50.18,1997
"Female",29,0.00046,49.2,1997
"Female",30,0.00049,48.23,1997
"Female",31,0.00052,47.25,1997
"Female",32,0.00057,46.27,1997
"Female",33,0.00063,45.3,1997
"Female",34,0.00072,44.33,1997
"Female",35,0.00082,43.36,1997
"Female",36,0.00093,42.39,1997
"Female",37,0.00105,41.43,1997
"Female",38,0.00117,40.48,1997
"Female",39,0.00131,39.52,1997
"Female",40,0.00146,38.57,1997
"Female",41,0.00163,37.63,1997
"Female",42,0.00182,36.69,1997
"Female",43,0.00202,35.76,1997
"Female",44,0.00225,34.83,1997
"Female",45,0.00249,33.9,1997
"Female",46,0.00275,32.99,1997
"Female",47,0.00303,32.08,1997
"Female",48,0.00333,31.17,1997
"Female",49,0.00364,30.28,1997
"Female",50,0.00397,29.38,1997
"Female",51,0.00431,28.5,1997
"Female",52,0.00465,27.62,1997
"Female",53,0.00501,26.75,1997
"Female",54,0.0054,25.88,1997
"Female",55,0.00581,25.02,1997
"Female",56,0.00627,24.16,1997
"Female",57,0.00676,23.31,1997
"Female",58,0.00731,22.47,1997
"Female",59,0.00792,21.63,1997
"Female",60,0.00864,20.8,1997
"Female",61,0.00947,19.97,1997
"Female",62,0.01044,19.16,1997
"Female",63,0.01157,18.36,1997
"Female",64,0.01284,17.57,1997
"Female",65,0.01425,16.79,1997
"Female",66,0.01582,16.02,1997
"Female",67,0.01757,15.27,1997
"Female",68,0.0195,14.54,1997
"Female",69,0.02168,13.82,1997
"Female",70,0.02412,13.11,1997
"Female",71,0.02695,12.42,1997
"Female",72,0.03017,11.75,1997
"Female",73,0.0338,11.1,1997
"Female",74,0.0379,10.47,1997
"Female",75,0.04241,9.87,1997
"Female",76,0.04736,9.28,1997
"Female",77,0.05285,8.72,1997
"Female",78,0.05901,8.18,1997
"Female",79,0.06604,7.66,1997
"Female",80,0.07393,7.16,1997
"Female",81,0.08271,6.7,1997
"Female",82,0.09213,6.25,1997
"Female",83,0.10215,5.84,1997
"Female",84,0.11284,5.45,1997
"Female",85,0.12388,5.07,1997
"Female",86,0.13666,4.72,1997
"Female",87,0.15047,4.39,1997
"Female",88,0.16535,4.08,1997
"Female",89,0.18133,3.79,1997
"Female",90,0.19844,3.52,1997
"Female",91,0.21669,3.26,1997
"Female",92,0.23609,3.03,1997
"Female",93,0.25665,2.81,1997
"Female",94,0.27836,2.6,1997
"Female",95,0.3012,2.42,1997
"Female",96,0.32512,2.24,1997
"Female",97,0.35009,2.08,1997
"Female",98,0.37604,1.93,1997
"Female",99,0.40289,1.8,1997
"Female",100,0.43055,1.67,1997
"Male",0,0.01034,68.87,1998
"Male",1,0.00051,68.58,1998
"Male",2,0.00041,67.62,1998
"Male",3,0.00032,66.65,1998
"Male",4,0.00027,65.67,1998
"Male",5,0.00024,64.68,1998
"Male",6,0.00024,63.7,1998
"Male",7,0.00023,62.72,1998
"Male",8,0.00022,61.73,1998
"Male",9,0.00022,60.74,1998
"Male",10,0.00022,59.76,1998
"Male",11,0.00022,58.77,1998
"Male",12,0.00023,57.78,1998
"Male",13,0.00028,56.8,1998
"Male",14,0.00037,55.81,1998
"Male",15,0.00051,54.83,1998
"Male",16,0.00068,53.86,1998
"Male",17,0.00088,52.9,1998
"Male",18,0.00107,51.94,1998
"Male",19,0.00121,51,1998
"Male",20,0.00127,50.06,1998
"Male",21,0.00131,49.12,1998
"Male",22,0.00136,48.18,1998
"Male",23,0.00137,47.25,1998
"Male",24,0.00133,46.31,1998
"Male",25,0.00131,45.37,1998
"Male",26,0.00133,44.43,1998
"Male",27,0.00142,43.49,1998
"Male",28,0.00154,42.55,1998
"Male",29,0.00166,41.62,1998
"Male",30,0.00176,40.69,1998
"Male",31,0.00187,39.76,1998
"Male",32,0.002,38.83,1998
"Male",33,0.00216,37.91,1998
"Male",34,0.00237,36.99,1998
"Male",35,0.00261,36.07,1998
"Male",36,0.0029,35.17,1998
"Male",37,0.00321,34.27,1998
"Male",38,0.00354,33.38,1998
"Male",39,0.0039,32.49,1998
"Male",40,0.00428,31.62,1998
"Male",41,0.00471,30.75,1998
"Male",42,0.00518,29.9,1998
"Male",43,0.0057,29.05,1998
"Male",44,0.00626,28.21,1998
"Male",45,0.00684,27.39,1998
"Male",46,0.00743,26.57,1998
"Male",47,0.00804,25.77,1998
"Male",48,0.0087,24.97,1998
"Male",49,0.00942,24.19,1998
"Male",50,0.01024,23.41,1998
"Male",51,0.01116,22.65,1998
"Male",52,0.01218,21.9,1998
"Male",53,0.01326,21.16,1998
"Male",54,0.01439,20.44,1998
"Male",55,0.01557,19.73,1998
"Male",56,0.01679,19.04,1998
"Male",57,0.01809,18.35,1998
"Male",58,0.01949,17.68,1998
"Male",59,0.02104,17.02,1998
"Male",60,0.02271,16.38,1998
"Male",61,0.02454,15.75,1998
"Male",62,0.02649,15.13,1998
"Male",63,0.02856,14.53,1998
"Male",64,0.03076,13.94,1998
"Male",65,0.03314,13.37,1998
"Male",66,0.03568,12.81,1998
"Male",67,0.03842,12.26,1998
"Male",68,0.04135,11.73,1998
"Male",69,0.0445,11.22,1998
"Male",70,0.04783,10.72,1998
"Male",71,0.05136,10.23,1998
"Male",72,0.05516,9.76,1998
"Male",73,0.05924,9.3,1998
"Male",74,0.06356,8.85,1998
"Male",75,0.06819,8.42,1998
"Male",76,0.07317,8,1998
"Male",77,0.0786,7.59,1998
"Male",78,0.08469,7.2,1998
"Male",79,0.09157,6.81,1998
"Male",80,0.09929,6.45,1998
"Male",81,0.10777,6.11,1998
"Male",82,0.11626,5.78,1998
"Male",83,0.12481,5.48,1998
"Male",84,0.13345,5.19,1998
"Male",85,0.14137,4.91,1998
"Male",86,0.15156,4.64,1998
"Male",87,0.16239,4.38,1998
"Male",88,0.17389,4.13,1998
"Male",89,0.18608,3.89,1998
"Male",90,0.19898,3.67,1998
"Male",91,0.21262,3.46,1998
"Male",92,0.227,3.26,1998
"Male",93,0.24214,3.07,1998
"Male",94,0.25806,2.89,1998
"Male",95,0.27475,2.72,1998
"Male",96,0.29221,2.56,1998
"Male",97,0.31044,2.41,1998
"Male",98,0.32944,2.26,1998
"Male",99,0.34917,2.13,1998
"Male",100,0.36962,2,1998
"Female",0,0.00861,77.34,1998
"Female",1,0.00052,77.01,1998
"Female",2,0.00034,76.05,1998
"Female",3,0.00022,75.08,1998
"Female",4,0.00019,74.09,1998
"Female",5,0.00019,73.11,1998
"Female",6,0.00019,72.12,1998
"Female",7,0.00017,71.14,1998
"Female",8,0.00015,70.15,1998
"Female",9,0.00015,69.16,1998
"Female",10,0.00016,68.17,1998
"Female",11,0.00016,67.18,1998
"Female",12,0.00015,66.19,1998
"Female",13,0.00015,65.2,1998
"Female",14,0.00019,64.21,1998
"Female",15,0.00023,63.22,1998
"Female",16,0.00028,62.24,1998
"Female",17,0.00031,61.25,1998
"Female",18,0.00034,60.27,1998
"Female",19,0.00033,59.29,1998
"Female",20,0.00033,58.31,1998
"Female",21,0.00033,57.33,1998
"Female",22,0.00034,56.35,1998
"Female",23,0.00035,55.37,1998
"Female",24,0.00035,54.39,1998
"Female",25,0.00036,53.41,1998
"Female",26,0.00037,52.43,1998
"Female",27,0.00039,51.45,1998
"Female",28,0.00041,50.47,1998
"Female",29,0.00043,49.49,1998
"Female",30,0.00046,48.51,1998
"Female",31,5e-04,47.53,1998
"Female",32,0.00055,46.55,1998
"Female",33,0.00062,45.58,1998
"Female",34,7e-04,44.61,1998
"Female",35,8e-04,43.64,1998
"Female",36,0.00091,42.67,1998
"Female",37,0.00103,41.71,1998
"Female",38,0.00116,40.75,1998
"Female",39,0.00131,39.8,1998
"Female",40,0.00146,38.85,1998
"Female",41,0.00163,37.91,1998
"Female",42,0.00181,36.97,1998
"Female",43,0.002,36.03,1998
"Female",44,0.00221,35.1,1998
"Female",45,0.00245,34.18,1998
"Female",46,0.0027,33.26,1998
"Female",47,0.00298,32.35,1998
"Female",48,0.00329,31.45,1998
"Female",49,0.00361,30.55,1998
"Female",50,0.00395,29.66,1998
"Female",51,0.00428,28.77,1998
"Female",52,0.0046,27.9,1998
"Female",53,0.00491,27.02,1998
"Female",54,0.00522,26.15,1998
"Female",55,0.00555,25.29,1998
"Female",56,0.00593,24.43,1998
"Female",57,0.00639,23.57,1998
"Female",58,0.00695,22.72,1998
"Female",59,0.00761,21.87,1998
"Female",60,0.00839,21.04,1998
"Female",61,0.0093,20.21,1998
"Female",62,0.0103,19.4,1998
"Female",63,0.01141,18.59,1998
"Female",64,0.01261,17.8,1998
"Female",65,0.01392,17.02,1998
"Female",66,0.01536,16.26,1998
"Female",67,0.01696,15.5,1998
"Female",68,0.01879,14.76,1998
"Female",69,0.02083,14.03,1998
"Female",70,0.02315,13.32,1998
"Female",71,0.0258,12.63,1998
"Female",72,0.02887,11.95,1998
"Female",73,0.03244,11.29,1998
"Female",74,0.03653,10.65,1998
"Female",75,0.04118,10.03,1998
"Female",76,0.04633,9.44,1998
"Female",77,0.05189,8.88,1998
"Female",78,0.05794,8.34,1998
"Female",79,0.06453,7.82,1998
"Female",80,0.07183,7.32,1998
"Female",81,0.07993,6.85,1998
"Female",82,0.08877,6.4,1998
"Female",83,0.09844,5.98,1998
"Female",84,0.10893,5.57,1998
"Female",85,0.12006,5.19,1998
"Female",86,0.13249,4.84,1998
"Female",87,0.14592,4.5,1998
"Female",88,0.16041,4.18,1998
"Female",89,0.17598,3.88,1998
"Female",90,0.19266,3.61,1998
"Female",91,0.21047,3.35,1998
"Female",92,0.22943,3.11,1998
"Female",93,0.24953,2.88,1998
"Female",94,0.27078,2.67,1998
"Female",95,0.29315,2.48,1998
"Female",96,0.31662,2.3,1998
"Female",97,0.34114,2.14,1998
"Female",98,0.36665,1.98,1998
"Female",99,0.39309,1.84,1998
"Female",100,0.42037,1.71,1998
"Male",0,0.00965,68.83,1999
"Male",1,0.00066,68.5,1999
"Male",2,0.00046,67.54,1999
"Male",3,0.00033,66.57,1999
"Male",4,0.00027,65.59,1999
"Male",5,0.00027,64.61,1999
"Male",6,0.00026,63.63,1999
"Male",7,0.00025,62.64,1999
"Male",8,0.00023,61.66,1999
"Male",9,0.00022,60.67,1999
"Male",10,0.00022,59.69,1999
"Male",11,0.00022,58.7,1999
"Male",12,0.00023,57.71,1999
"Male",13,0.00026,56.73,1999
"Male",14,0.00035,55.74,1999
"Male",15,0.00048,54.76,1999
"Male",16,0.00065,53.79,1999
"Male",17,0.00085,52.82,1999
"Male",18,0.00106,51.87,1999
"Male",19,0.00122,50.92,1999
"Male",20,0.0013,49.98,1999
"Male",21,0.00132,49.05,1999
"Male",22,0.00133,48.11,1999
"Male",23,0.00133,47.17,1999
"Male",24,0.00133,46.24,1999
"Male",25,0.00136,45.3,1999
"Male",26,0.00142,44.36,1999
"Male",27,0.0015,43.42,1999
"Male",28,0.00159,42.48,1999
"Male",29,0.00169,41.55,1999
"Male",30,0.00178,40.62,1999
"Male",31,0.00189,39.69,1999
"Male",32,0.00201,38.77,1999
"Male",33,0.00216,37.84,1999
"Male",34,0.00234,36.92,1999
"Male",35,0.00255,36.01,1999
"Male",36,0.00282,35.1,1999
"Male",37,0.00313,34.2,1999
"Male",38,0.00349,33.3,1999
"Male",39,0.00389,32.42,1999
"Male",40,0.00431,31.54,1999
"Male",41,0.00473,30.68,1999
"Male",42,0.00518,29.82,1999
"Male",43,0.00565,28.97,1999
"Male",44,0.00618,28.14,1999
"Male",45,0.00678,27.31,1999
"Male",46,0.00743,26.49,1999
"Male",47,0.00813,25.69,1999
"Male",48,0.00885,24.89,1999
"Male",49,0.0096,24.11,1999
"Male",50,0.0104,23.34,1999
"Male",51,0.01126,22.58,1999
"Male",52,0.01221,21.83,1999
"Male",53,0.01324,21.09,1999
"Male",54,0.01433,20.37,1999
"Male",55,0.01549,19.66,1999
"Male",56,0.01669,18.96,1999
"Male",57,0.01796,18.27,1999
"Male",58,0.01936,17.6,1999
"Male",59,0.02093,16.94,1999
"Male",60,0.02268,16.29,1999
"Male",61,0.0246,15.65,1999
"Male",62,0.0267,15.04,1999
"Male",63,0.02892,14.43,1999
"Male",64,0.03123,13.85,1999
"Male",65,0.03363,13.28,1999
"Male",66,0.03614,12.72,1999
"Male",67,0.03876,12.18,1999
"Male",68,0.04156,11.65,1999
"Male",69,0.04459,11.14,1999
"Male",70,0.04789,10.63,1999
"Male",71,0.0515,10.14,1999
"Male",72,0.05539,9.67,1999
"Male",73,0.05964,9.2,1999
"Male",74,0.06423,8.76,1999
"Male",75,0.0691,8.32,1999
"Male",76,0.07438,7.9,1999
"Male",77,0.08009,7.5,1999
"Male",78,0.08638,7.11,1999
"Male",79,0.09338,6.73,1999
"Male",80,0.10103,6.37,1999
"Male",81,0.1094,6.03,1999
"Male",82,0.11788,5.71,1999
"Male",83,0.12647,5.41,1999
"Male",84,0.13531,5.12,1999
"Male",85,0.14366,4.84,1999
"Male",86,0.15404,4.57,1999
"Male",87,0.16507,4.32,1999
"Male",88,0.17678,4.07,1999
"Male",89,0.18918,3.84,1999
"Male",90,0.20232,3.61,1999
"Male",91,0.21619,3.4,1999
"Male",92,0.23082,3.21,1999
"Male",93,0.24621,3.02,1999
"Male",94,0.26239,2.84,1999
"Male",95,0.27934,2.67,1999
"Male",96,0.29708,2.51,1999
"Male",97,0.31558,2.37,1999
"Male",98,0.33485,2.23,1999
"Male",99,0.35486,2.09,1999
"Male",100,0.37558,1.97,1999
"Female",0,0.00792,77.49,1999
"Female",1,5e-04,77.11,1999
"Female",2,0.00037,76.15,1999
"Female",3,0.00027,75.17,1999
"Female",4,0.00022,74.19,1999
"Female",5,0.00019,73.21,1999
"Female",6,0.00016,72.22,1999
"Female",7,0.00014,71.24,1999
"Female",8,0.00013,70.25,1999
"Female",9,0.00013,69.25,1999
"Female",10,0.00013,68.26,1999
"Female",11,0.00012,67.27,1999
"Female",12,0.00012,66.28,1999
"Female",13,0.00014,65.29,1999
"Female",14,0.00019,64.3,1999
"Female",15,0.00025,63.31,1999
"Female",16,0.00029,62.33,1999
"Female",17,0.00031,61.34,1999
"Female",18,0.00032,60.36,1999
"Female",19,0.00033,59.38,1999
"Female",20,0.00033,58.4,1999
"Female",21,0.00034,57.42,1999
"Female",22,0.00035,56.44,1999
"Female",23,0.00035,55.46,1999
"Female",24,0.00035,54.48,1999
"Female",25,0.00036,53.5,1999
"Female",26,0.00037,52.52,1999
"Female",27,0.00039,51.54,1999
"Female",28,0.00042,50.56,1999
"Female",29,0.00044,49.58,1999
"Female",30,0.00047,48.6,1999
"Female",31,5e-04,47.62,1999
"Female",32,0.00054,46.64,1999
"Female",33,6e-04,45.67,1999
"Female",34,0.00068,44.7,1999
"Female",35,0.00077,43.73,1999
"Female",36,0.00088,42.76,1999
"Female",37,0.001,41.8,1999
"Female",38,0.00115,40.84,1999
"Female",39,0.0013,39.89,1999
"Female",40,0.00145,38.94,1999
"Female",41,0.00162,37.99,1999
"Female",42,0.00179,37.05,1999
"Female",43,0.00197,36.12,1999
"Female",44,0.00216,35.19,1999
"Female",45,0.00239,34.26,1999
"Female",46,0.00264,33.34,1999
"Female",47,0.00293,32.43,1999
"Female",48,0.00325,31.53,1999
"Female",49,0.00358,30.63,1999
"Female",50,0.00392,29.74,1999
"Female",51,0.00424,28.85,1999
"Female",52,0.00457,27.97,1999
"Female",53,0.00491,27.1,1999
"Female",54,0.00528,26.23,1999
"Female",55,0.00567,25.36,1999
"Female",56,0.00609,24.51,1999
"Female",57,0.00656,23.65,1999
"Female",58,0.00707,22.81,1999
"Female",59,0.00766,21.97,1999
"Female",60,0.00836,21.13,1999
"Female",61,0.00919,20.31,1999
"Female",62,0.01016,19.49,1999
"Female",63,0.01124,18.68,1999
"Female",64,0.01243,17.89,1999
"Female",65,0.01371,17.11,1999
"Female",66,0.0151,16.34,1999
"Female",67,0.01661,15.58,1999
"Female",68,0.01835,14.84,1999
"Female",69,0.02037,14.11,1999
"Female",70,0.02271,13.39,1999
"Female",71,0.02544,12.69,1999
"Female",72,0.02857,12.01,1999
"Female",73,0.03217,11.34,1999
"Female",74,0.0362,10.71,1999
"Female",75,0.04066,10.09,1999
"Female",76,0.0456,9.5,1999
"Female",77,0.05098,8.92,1999
"Female",78,0.05689,8.38,1999
"Female",79,0.0635,7.85,1999
"Female",80,0.07087,7.35,1999
"Female",81,0.07917,6.87,1999
"Female",82,0.08818,6.42,1999
"Female",83,0.09791,5.99,1999
"Female",84,0.10843,5.59,1999
"Female",85,0.11938,5.21,1999
"Female",86,0.1318,4.85,1999
"Female",87,0.14525,4.51,1999
"Female",88,0.15975,4.19,1999
"Female",89,0.17534,3.89,1999
"Female",90,0.19205,3.61,1999
"Female",91,0.20991,3.35,1999
"Female",92,0.22892,3.11,1999
"Female",93,0.2491,2.88,1999
"Female",94,0.27043,2.68,1999
"Female",95,0.29289,2.48,1999
"Female",96,0.31647,2.3,1999
"Female",97,0.3411,2.14,1999
"Female",98,0.36675,1.98,1999
"Female",99,0.39333,1.84,1999
"Female",100,0.42075,1.71,1999
"Male",0,0.00882,69.74,2000
"Male",1,0.00061,69.36,2000
"Male",2,0.00039,68.4,2000
"Male",3,0.00025,67.43,2000
"Male",4,2e-04,66.44,2000
"Male",5,2e-04,65.46,2000
"Male",6,0.00021,64.47,2000
"Male",7,0.00021,63.48,2000
"Male",8,0.00021,62.5,2000
"Male",9,2e-04,61.51,2000
"Male",10,2e-04,60.52,2000
"Male",11,2e-04,59.53,2000
"Male",12,0.00021,58.54,2000
"Male",13,0.00024,57.56,2000
"Male",14,3e-04,56.57,2000
"Male",15,0.00039,55.59,2000
"Male",16,0.00056,54.61,2000
"Male",17,0.00076,53.64,2000
"Male",18,0.00094,52.68,2000
"Male",19,0.00106,51.73,2000
"Male",20,0.00115,50.78,2000
"Male",21,0.00121,49.84,2000
"Male",22,0.00123,48.9,2000
"Male",23,0.00122,47.96,2000
"Male",24,0.00121,47.02,2000
"Male",25,0.00123,46.07,2000
"Male",26,0.00126,45.13,2000
"Male",27,0.00131,44.19,2000
"Male",28,0.00138,43.24,2000
"Male",29,0.00146,42.3,2000
"Male",30,0.00155,41.36,2000
"Male",31,0.00167,40.43,2000
"Male",32,0.0018,39.49,2000
"Male",33,0.00196,38.56,2000
"Male",34,0.00214,37.64,2000
"Male",35,0.00235,36.72,2000
"Male",36,0.00259,35.8,2000
"Male",37,0.00286,34.9,2000
"Male",38,0.00317,33.99,2000
"Male",39,0.00351,33.1,2000
"Male",40,0.00389,32.22,2000
"Male",41,0.0043,31.34,2000
"Male",42,0.00474,30.47,2000
"Male",43,0.00522,29.62,2000
"Male",44,0.00571,28.77,2000
"Male",45,0.00625,27.93,2000
"Male",46,0.00684,27.1,2000
"Male",47,0.00749,26.29,2000
"Male",48,0.00819,25.48,2000
"Male",49,0.00893,24.69,2000
"Male",50,0.0097,23.91,2000
"Male",51,0.01052,23.13,2000
"Male",52,0.01136,22.38,2000
"Male",53,0.01226,21.63,2000
"Male",54,0.01323,20.89,2000
"Male",55,0.0143,20.16,2000
"Male",56,0.01545,19.45,2000
"Male",57,0.01672,18.74,2000
"Male",58,0.0181,18.05,2000
"Male",59,0.01962,17.38,2000
"Male",60,0.02127,16.72,2000
"Male",61,0.02307,16.07,2000
"Male",62,0.02502,15.44,2000
"Male",63,0.02709,14.82,2000
"Male",64,0.02926,14.22,2000
"Male",65,0.03155,13.63,2000
"Male",66,0.03396,13.06,2000
"Male",67,0.03653,12.5,2000
"Male",68,0.03935,11.96,2000
"Male",69,0.04248,11.43,2000
"Male",70,0.04589,10.91,2000
"Male",71,0.04953,10.41,2000
"Male",72,0.05344,9.93,2000
"Male",73,0.05763,9.46,2000
"Male",74,0.06205,9.01,2000
"Male",75,0.06678,8.57,2000
"Male",76,0.07188,8.15,2000
"Male",77,0.07744,7.74,2000
"Male",78,0.08339,7.35,2000
"Male",79,0.08973,6.97,2000
"Male",80,0.09658,6.61,2000
"Male",81,0.10393,6.26,2000
"Male",82,0.11168,5.93,2000
"Male",83,0.1199,5.61,2000
"Male",84,0.12864,5.31,2000
"Male",85,0.13779,5.02,2000
"Male",86,0.14777,4.74,2000
"Male",87,0.15837,4.47,2000
"Male",88,0.16962,4.22,2000
"Male",89,0.18153,3.98,2000
"Male",90,0.19414,3.75,2000
"Male",91,0.20746,3.54,2000
"Male",92,0.2215,3.33,2000
"Male",93,0.23628,3.14,2000
"Male",94,0.2518,2.96,2000
"Male",95,0.26808,2.79,2000
"Male",96,0.28511,2.62,2000
"Male",97,0.30288,2.47,2000
"Male",98,0.3214,2.32,2000
"Male",99,0.34064,2.19,2000
"Male",100,0.36059,2.06,2000
"Female",0,0.00733,78,2000
"Female",1,0.00044,77.58,2000
"Female",2,3e-04,76.61,2000
"Female",3,0.00021,75.63,2000
"Female",4,0.00016,74.65,2000
"Female",5,0.00014,73.66,2000
"Female",6,0.00013,72.67,2000
"Female",7,0.00014,71.68,2000
"Female",8,0.00013,70.69,2000
"Female",9,0.00012,69.7,2000
"Female",10,0.00012,68.71,2000
"Female",11,0.00013,67.72,2000
"Female",12,0.00014,66.73,2000
"Female",13,0.00015,65.73,2000
"Female",14,0.00017,64.74,2000
"Female",15,0.00021,63.76,2000
"Female",16,0.00028,62.77,2000
"Female",17,0.00032,61.79,2000
"Female",18,0.00032,60.81,2000
"Female",19,0.00031,59.83,2000
"Female",20,0.00031,58.84,2000
"Female",21,3e-04,57.86,2000
"Female",22,3e-04,56.88,2000
"Female",23,3e-04,55.9,2000
"Female",24,0.00031,54.91,2000
"Female",25,0.00033,53.93,2000
"Female",26,0.00035,52.95,2000
"Female",27,0.00037,51.97,2000
"Female",28,4e-04,50.98,2000
"Female",29,0.00042,50,2000
"Female",30,0.00046,49.03,2000
"Female",31,0.00049,48.05,2000
"Female",32,0.00053,47.07,2000
"Female",33,0.00058,46.1,2000
"Female",34,0.00064,45.12,2000
"Female",35,0.00071,44.15,2000
"Female",36,8e-04,43.18,2000
"Female",37,9e-04,42.22,2000
"Female",38,0.00102,41.25,2000
"Female",39,0.00115,40.29,2000
"Female",40,0.00131,39.34,2000
"Female",41,0.00149,38.39,2000
"Female",42,0.00169,37.45,2000
"Female",43,0.00191,36.51,2000
"Female",44,0.00214,35.58,2000
"Female",45,0.00238,34.65,2000
"Female",46,0.00261,33.74,2000
"Female",47,0.00285,32.82,2000
"Female",48,0.00311,31.92,2000
"Female",49,0.00339,31.01,2000
"Female",50,0.00371,30.12,2000
"Female",51,0.00405,29.23,2000
"Female",52,0.00443,28.34,2000
"Female",53,0.00482,27.47,2000
"Female",54,0.00522,26.6,2000
"Female",55,0.00563,25.74,2000
"Female",56,0.00606,24.88,2000
"Female",57,0.00651,24.03,2000
"Female",58,0.00698,23.18,2000
"Female",59,0.00752,22.34,2000
"Female",60,0.00813,21.51,2000
"Female",61,0.00885,20.68,2000
"Female",62,0.00968,19.86,2000
"Female",63,0.01064,19.05,2000
"Female",64,0.01174,18.25,2000
"Female",65,0.01298,17.46,2000
"Female",66,0.01439,16.68,2000
"Female",67,0.01598,15.92,2000
"Female",68,0.01773,15.17,2000
"Female",69,0.01969,14.43,2000
"Female",70,0.02184,13.71,2000
"Female",71,0.02425,13.01,2000
"Female",72,0.027,12.32,2000
"Female",73,0.03018,11.65,2000
"Female",74,0.0339,10.99,2000
"Female",75,0.03822,10.36,2000
"Female",76,0.04314,9.75,2000
"Female",77,0.04869,9.17,2000
"Female",78,0.0548,8.61,2000
"Female",79,0.0614,8.08,2000
"Female",80,0.06852,7.58,2000
"Female",81,0.07616,7.1,2000
"Female",82,0.08433,6.65,2000
"Female",83,0.0932,6.21,2000
"Female",84,0.10289,5.8,2000
"Female",85,0.11336,5.41,2000
"Female",86,0.12526,5.03,2000
"Female",87,0.13815,4.68,2000
"Female",88,0.15207,4.35,2000
"Female",89,0.16706,4.05,2000
"Female",90,0.18316,3.76,2000
"Female",91,0.20038,3.49,2000
"Female",92,0.21875,3.24,2000
"Female",93,0.23827,3,2000
"Female",94,0.25895,2.78,2000
"Female",95,0.28077,2.58,2000
"Female",96,0.30371,2.4,2000
"Female",97,0.32774,2.22,2000
"Female",98,0.3528,2.06,2000
"Female",99,0.37883,1.92,2000
"Female",100,0.40575,1.78,2000
"Male",0,0.0083,70.21,2001
"Male",1,0.00053,69.79,2001
"Male",2,0.00038,68.83,2001
"Male",3,0.00028,67.86,2001
"Male",4,0.00024,66.87,2001
"Male",5,0.00022,65.89,2001
"Male",6,0.00019,64.9,2001
"Male",7,0.00019,63.92,2001
"Male",8,0.00021,62.93,2001
"Male",9,0.00022,61.94,2001
"Male",10,0.00021,60.95,2001
"Male",11,0.00021,59.97,2001
"Male",12,0.00022,58.98,2001
"Male",13,0.00023,57.99,2001
"Male",14,0.00028,57.01,2001
"Male",15,0.00038,56.02,2001
"Male",16,0.00052,55.04,2001
"Male",17,0.00069,54.07,2001
"Male",18,0.00085,53.11,2001
"Male",19,0.00099,52.15,2001
"Male",20,0.00109,51.21,2001
"Male",21,0.00113,50.26,2001
"Male",22,0.00115,49.32,2001
"Male",23,0.00117,48.37,2001
"Male",24,0.00119,47.43,2001
"Male",25,0.00119,46.49,2001
"Male",26,0.0012,45.54,2001
"Male",27,0.00125,44.59,2001
"Male",28,0.00132,43.65,2001
"Male",29,0.00142,42.71,2001
"Male",30,0.00152,41.77,2001
"Male",31,0.00163,40.83,2001
"Male",32,0.00174,39.9,2001
"Male",33,0.00187,38.96,2001
"Male",34,0.00202,38.04,2001
"Male",35,0.0022,37.11,2001
"Male",36,0.00243,36.19,2001
"Male",37,0.00268,35.28,2001
"Male",38,0.00298,34.37,2001
"Male",39,0.00332,33.47,2001
"Male",40,0.00369,32.58,2001
"Male",41,0.00408,31.7,2001
"Male",42,0.00452,30.83,2001
"Male",43,0.00499,29.97,2001
"Male",44,0.0055,29.12,2001
"Male",45,0.00604,28.27,2001
"Male",46,0.00663,27.44,2001
"Male",47,0.00726,26.62,2001
"Male",48,0.00794,25.81,2001
"Male",49,0.00867,25.02,2001
"Male",50,0.00946,24.23,2001
"Male",51,0.01029,23.46,2001
"Male",52,0.01117,22.7,2001
"Male",53,0.01208,21.95,2001
"Male",54,0.01304,21.21,2001
"Male",55,0.01406,20.48,2001
"Male",56,0.01514,19.77,2001
"Male",57,0.01633,19.06,2001
"Male",58,0.01764,18.37,2001
"Male",59,0.01909,17.69,2001
"Male",60,0.02066,17.03,2001
"Male",61,0.02239,16.38,2001
"Male",62,0.02425,15.74,2001
"Male",63,0.02624,15.12,2001
"Male",64,0.0284,14.51,2001
"Male",65,0.0307,13.92,2001
"Male",66,0.03317,13.35,2001
"Male",67,0.03578,12.79,2001
"Male",68,0.03852,12.24,2001
"Male",69,0.04138,11.71,2001
"Male",70,0.04438,11.2,2001
"Male",71,0.04757,10.7,2001
"Male",72,0.05104,10.2,2001
"Male",73,0.05487,9.73,2001
"Male",74,0.05913,9.26,2001
"Male",75,0.06383,8.81,2001
"Male",76,0.06896,8.38,2001
"Male",77,0.07444,7.96,2001
"Male",78,0.08037,7.56,2001
"Male",79,0.08669,7.18,2001
"Male",80,0.0934,6.81,2001
"Male",81,0.10054,6.47,2001
"Male",82,0.10791,6.13,2001
"Male",83,0.11558,5.81,2001
