"gender","age","qx","ex","year"
"Female",36,0.00073,44.42,2005
"Female",37,0.00081,43.45,2005
"Female",38,9e-04,42.49,2005
"Female",39,0.001,41.53,2005
"Female",40,0.00112,40.57,2005
"Female",41,0.00126,39.61,2005
"Female",42,0.00143,38.66,2005
"Female",43,0.00163,37.72,2005
"Female",44,0.00186,36.78,2005
"Female",45,0.0021,35.84,2005
"Female",46,0.00236,34.92,2005
"Female",47,0.00264,34,2005
"Female",48,0.00291,33.09,2005
"Female",49,0.00318,32.18,2005
"Female",50,0.00346,31.28,2005
"Female",51,0.00375,30.39,2005
"Female",52,0.00407,29.5,2005
"Female",53,0.00442,28.62,2005
"Female",54,0.00482,27.75,2005
"Female",55,0.00526,26.88,2005
"Female",56,0.00574,26.02,2005
"Female",57,0.00622,25.17,2005
"Female",58,0.00672,24.32,2005
"Female",59,0.00722,23.48,2005
"Female",60,0.00773,22.65,2005
"Female",61,0.00825,21.82,2005
"Female",62,0.00882,21,2005
"Female",63,0.00946,20.18,2005
"Female",64,0.0102,19.37,2005
"Female",65,0.01106,18.56,2005
"Female",66,0.01208,17.77,2005
"Female",67,0.01327,16.98,2005
"Female",68,0.01466,16.2,2005
"Female",69,0.01625,15.43,2005
"Female",70,0.01807,14.68,2005
"Female",71,0.02018,13.94,2005
"Female",72,0.02258,13.22,2005
"Female",73,0.02528,12.51,2005
"Female",74,0.02834,11.82,2005
"Female",75,0.03185,11.15,2005
"Female",76,0.03593,10.5,2005
"Female",77,0.0407,9.88,2005
"Female",78,0.04631,9.27,2005
"Female",79,0.05273,8.7,2005
"Female",80,0.05983,8.16,2005
"Female",81,0.06747,7.64,2005
"Female",82,0.07524,7.16,2005
"Female",83,0.08329,6.7,2005
"Female",84,0.09185,6.26,2005
"Female",85,0.10046,5.85,2005
"Female",86,0.11146,5.45,2005
"Female",87,0.12344,5.07,2005
"Female",88,0.13643,4.71,2005
"Female",89,0.15049,4.37,2005
"Female",90,0.16565,4.06,2005
"Female",91,0.18194,3.77,2005
"Female",92,0.19938,3.49,2005
"Female",93,0.21801,3.24,2005
"Female",94,0.23781,3,2005
"Female",95,0.25881,2.78,2005
"Female",96,0.28097,2.58,2005
"Female",97,0.30428,2.39,2005
"Female",98,0.3287,2.21,2005
"Female",99,0.35417,2.05,2005
"Female",100,0.38062,1.91,2005
"Male",0,0.00666,70.93,2006
"Male",1,0.00045,70.4,2006
"Male",2,0.00031,69.43,2006
"Male",3,0.00022,68.45,2006
"Male",4,0.00019,67.47,2006
"Male",5,0.00018,66.48,2006
"Male",6,0.00018,65.49,2006
"Male",7,0.00017,64.51,2006
"Male",8,0.00017,63.52,2006
"Male",9,0.00018,62.53,2006
"Male",10,0.00019,61.54,2006
"Male",11,2e-04,60.55,2006
"Male",12,0.00021,59.56,2006
"Male",13,0.00024,58.57,2006
"Male",14,3e-04,57.59,2006
"Male",15,0.00039,56.61,2006
"Male",16,0.00051,55.63,2006
"Male",17,0.00066,54.66,2006
"Male",18,8e-04,53.69,2006
"Male",19,0.00093,52.73,2006
"Male",20,0.00102,51.78,2006
"Male",21,0.00107,50.84,2006
"Male",22,0.0011,49.89,2006
"Male",23,0.0011,48.94,2006
"Male",24,0.00109,48,2006
"Male",25,0.00109,47.05,2006
"Male",26,0.00112,46.1,2006
"Male",27,0.00117,45.15,2006
"Male",28,0.00124,44.2,2006
"Male",29,0.00131,43.26,2006
"Male",30,0.0014,42.31,2006
"Male",31,0.00151,41.37,2006
"Male",32,0.00163,40.43,2006
"Male",33,0.00177,39.5,2006
"Male",34,0.00194,38.57,2006
"Male",35,0.00214,37.64,2006
"Male",36,0.00236,36.72,2006
"Male",37,0.00261,35.81,2006
"Male",38,0.00289,34.9,2006
"Male",39,0.0032,34,2006
"Male",40,0.00355,33.11,2006
"Male",41,0.00393,32.22,2006
"Male",42,0.00436,31.35,2006
"Male",43,0.00484,30.48,2006
"Male",44,0.00537,29.63,2006
"Male",45,0.00595,28.79,2006
"Male",46,0.00658,27.96,2006
"Male",47,0.00725,27.14,2006
"Male",48,0.00797,26.33,2006
"Male",49,0.00874,25.54,2006
"Male",50,0.00954,24.76,2006
"Male",51,0.01039,23.99,2006
"Male",52,0.01128,23.24,2006
"Male",53,0.0122,22.5,2006
"Male",54,0.01317,21.77,2006
"Male",55,0.01418,21.06,2006
"Male",56,0.01523,20.35,2006
"Male",57,0.01635,19.66,2006
"Male",58,0.01752,18.98,2006
"Male",59,0.01876,18.31,2006
"Male",60,0.02008,17.65,2006
"Male",61,0.02148,17,2006
"Male",62,0.02298,16.36,2006
"Male",63,0.02458,15.73,2006
"Male",64,0.02629,15.12,2006
"Male",65,0.02813,14.51,2006
"Male",66,0.03011,13.92,2006
"Male",67,0.03224,13.33,2006
"Male",68,0.03456,12.76,2006
"Male",69,0.03707,12.2,2006
"Male",70,0.03981,11.65,2006
"Male",71,0.04281,11.11,2006
"Male",72,0.04611,10.59,2006
"Male",73,0.04975,10.08,2006
"Male",74,0.05376,9.58,2006
"Male",75,0.05818,9.09,2006
"Male",76,0.06305,8.62,2006
"Male",77,0.06839,8.17,2006
"Male",78,0.07425,7.73,2006
"Male",79,0.08063,7.31,2006
"Male",80,0.08756,6.91,2006
"Male",81,0.09503,6.53,2006
"Male",82,0.10307,6.16,2006
"Male",83,0.11167,5.81,2006
"Male",84,0.12084,5.48,2006
"Male",85,0.13059,5.16,2006
"Male",86,0.14096,4.86,2006
"Male",87,0.15194,4.58,2006
"Male",88,0.16359,4.31,2006
"Male",89,0.17595,4.05,2006
"Male",90,0.18898,3.81,2006
"Male",91,0.20289,3.59,2006
"Male",92,0.21753,3.37,2006
"Male",93,0.2329,3.17,2006
"Male",94,0.24898,2.98,2006
"Male",95,0.26577,2.8,2006
"Male",96,0.28324,2.64,2006
"Male",97,0.30139,2.48,2006
"Male",98,0.32018,2.33,2006
"Male",99,0.33959,2.2,2006
"Male",100,0.35957,2.07,2006
"Female",0,0.00529,79.62,2006
"Female",1,0.00038,79.04,2006
"Female",2,0.00028,78.07,2006
"Female",3,2e-04,77.09,2006
"Female",4,0.00015,76.11,2006
"Female",5,0.00013,75.12,2006
"Female",6,0.00012,74.13,2006
"Female",7,0.00013,73.14,2006
"Female",8,0.00014,72.15,2006
"Female",9,0.00014,71.16,2006
"Female",10,0.00013,70.17,2006
"Female",11,0.00013,69.18,2006
"Female",12,0.00014,68.19,2006
"Female",13,0.00015,67.19,2006
"Female",14,0.00018,66.2,2006
"Female",15,0.00021,65.22,2006
"Female",16,0.00024,64.23,2006
"Female",17,0.00025,63.24,2006
"Female",18,0.00026,62.26,2006
"Female",19,0.00026,61.28,2006
"Female",20,0.00026,60.29,2006
"Female",21,0.00026,59.31,2006
"Female",22,0.00026,58.32,2006
"Female",23,0.00026,57.34,2006
"Female",24,0.00026,56.35,2006
"Female",25,0.00026,55.37,2006
"Female",26,0.00027,54.38,2006
"Female",27,0.00029,53.4,2006
"Female",28,0.00031,52.41,2006
"Female",29,0.00034,51.43,2006
"Female",30,0.00037,50.45,2006
"Female",31,0.00041,49.46,2006
"Female",32,0.00046,48.48,2006
"Female",33,0.00051,47.51,2006
"Female",34,0.00057,46.53,2006
"Female",35,0.00064,45.56,2006
"Female",36,0.00072,44.59,2006
"Female",37,0.00081,43.62,2006
"Female",38,0.00092,42.65,2006
"Female",39,0.00103,41.69,2006
"Female",40,0.00117,40.73,2006
"Female",41,0.00131,39.78,2006
"Female",42,0.00148,38.83,2006
"Female",43,0.00166,37.89,2006
"Female",44,0.00186,36.95,2006
"Female",45,0.00208,36.02,2006
"Female",46,0.00232,35.09,2006
"Female",47,0.00257,34.17,2006
"Female",48,0.00284,33.26,2006
"Female",49,0.00313,32.35,2006
"Female",50,0.00344,31.45,2006
"Female",51,0.00377,30.56,2006
"Female",52,0.00412,29.67,2006
"Female",53,0.0045,28.8,2006
"Female",54,0.0049,27.92,2006
"Female",55,0.00532,27.06,2006
"Female",56,0.00576,26.2,2006
"Female",57,0.00623,25.35,2006
"Female",58,0.00671,24.51,2006
"Female",59,0.00721,23.67,2006
"Female",60,0.00773,22.84,2006
"Female",61,0.00828,22.01,2006
"Female",62,0.00887,21.19,2006
"Female",63,0.00952,20.37,2006
"Female",64,0.01023,19.57,2006
"Female",65,0.01105,18.76,2006
"Female",66,0.01197,17.97,2006
"Female",67,0.01305,17.18,2006
"Female",68,0.01429,16.4,2006
"Female",69,0.01573,15.63,2006
"Female",70,0.01741,14.87,2006
"Female",71,0.01937,14.13,2006
"Female",72,0.02165,13.39,2006
"Female",73,0.0243,12.68,2006
"Female",74,0.02737,11.98,2006
"Female",75,0.03093,11.31,2006
"Female",76,0.03501,10.65,2006
"Female",77,0.03967,10.02,2006
"Female",78,0.04494,9.41,2006
"Female",79,0.05084,8.83,2006
"Female",80,0.0574,8.28,2006
"Female",81,0.06463,7.75,2006
"Female",82,0.07254,7.25,2006
"Female",83,0.08113,6.78,2006
"Female",84,0.09042,6.34,2006
"Female",85,0.10045,5.92,2006
"Female",86,0.11124,5.52,2006
"Female",87,0.12281,5.15,2006
"Female",88,0.13524,4.8,2006
"Female",89,0.14859,4.47,2006
"Female",90,0.1628,4.17,2006
"Female",91,0.17817,3.88,2006
"Female",92,0.19448,3.61,2006
"Female",93,0.21171,3.36,2006
"Female",94,0.22987,3.13,2006
"Female",95,0.24892,2.92,2006
"Female",96,0.26886,2.72,2006
"Female",97,0.28964,2.53,2006
"Female",98,0.31123,2.36,2006
"Female",99,0.33358,2.21,2006
"Female",100,0.35663,2.06,2006
"Male",0,0.00657,70.96,2007
"Male",1,0.00043,70.43,2007
"Male",2,0.00031,69.46,2007
"Male",3,0.00023,68.48,2007
"Male",4,0.00018,67.5,2007
"Male",5,0.00016,66.51,2007
"Male",6,0.00015,65.52,2007
"Male",7,0.00014,64.53,2007
"Male",8,0.00014,63.54,2007
"Male",9,0.00015,62.55,2007
"Male",10,0.00017,61.56,2007
"Male",11,0.00018,60.57,2007
"Male",12,0.00021,59.58,2007
"Male",13,0.00024,58.59,2007
"Male",14,3e-04,57.61,2007
"Male",15,0.00041,56.62,2007
"Male",16,0.00055,55.65,2007
"Male",17,0.00071,54.68,2007
"Male",18,0.00086,53.71,2007
"Male",19,0.00098,52.76,2007
"Male",20,0.00106,51.81,2007
"Male",21,0.0011,50.87,2007
"Male",22,0.00111,49.92,2007
"Male",23,0.0011,48.98,2007
"Male",24,0.00108,48.03,2007
"Male",25,0.00108,47.08,2007
"Male",26,0.00111,46.13,2007
"Male",27,0.00117,45.18,2007
"Male",28,0.00125,44.23,2007
"Male",29,0.00135,43.29,2007
"Male",30,0.00144,42.35,2007
"Male",31,0.00155,41.41,2007
"Male",32,0.00166,40.47,2007
"Male",33,0.0018,39.54,2007
"Male",34,0.00196,38.61,2007
"Male",35,0.00215,37.68,2007
"Male",36,0.00236,36.76,2007
"Male",37,0.0026,35.85,2007
"Male",38,0.00288,34.94,2007
"Male",39,0.00319,34.04,2007
"Male",40,0.00354,33.15,2007
"Male",41,0.00392,32.26,2007
"Male",42,0.00436,31.39,2007
"Male",43,0.00484,30.52,2007
"Male",44,0.00537,29.67,2007
"Male",45,0.00596,28.83,2007
"Male",46,0.00659,28,2007
"Male",47,0.00727,27.18,2007
"Male",48,0.008,26.37,2007
"Male",49,0.00877,25.58,2007
"Male",50,0.00958,24.81,2007
"Male",51,0.01042,24.04,2007
"Male",52,0.01129,23.29,2007
"Male",53,0.0122,22.55,2007
"Male",54,0.01315,21.82,2007
"Male",55,0.01414,21.1,2007
"Male",56,0.01518,20.4,2007
"Male",57,0.01628,19.71,2007
"Male",58,0.01744,19.03,2007
"Male",59,0.01867,18.35,2007
"Male",60,0.01997,17.69,2007
"Male",61,0.02136,17.04,2007
"Male",62,0.02285,16.41,2007
"Male",63,0.02444,15.78,2007
"Male",64,0.02616,15.16,2007
"Male",65,0.02801,14.55,2007
"Male",66,0.03001,13.96,2007
"Male",67,0.03217,13.37,2007
"Male",68,0.03451,12.8,2007
"Male",69,0.03704,12.24,2007
"Male",70,0.03978,11.69,2007
"Male",71,0.04276,11.16,2007
"Male",72,0.046,10.63,2007
"Male",73,0.04956,10.12,2007
"Male",74,0.05347,9.62,2007
"Male",75,0.05779,9.14,2007
"Male",76,0.06256,8.67,2007
"Male",77,0.06783,8.22,2007
"Male",78,0.07363,7.78,2007
"Male",79,0.07997,7.35,2007
"Male",80,0.08688,6.95,2007
"Male",81,0.09434,6.56,2007
"Male",82,0.10235,6.2,2007
"Male",83,0.11091,5.85,2007
"Male",84,0.12002,5.51,2007
"Male",85,0.12968,5.2,2007
"Male",86,0.13993,4.9,2007
"Male",87,0.15078,4.61,2007
"Male",88,0.16227,4.34,2007
"Male",89,0.17448,4.09,2007
"Male",90,0.18735,3.84,2007
"Male",91,0.20115,3.61,2007
"Male",92,0.21568,3.4,2007
"Male",93,0.23093,3.19,2007
"Male",94,0.2469,3,2007
"Male",95,0.26357,2.82,2007
"Male",96,0.28094,2.66,2007
"Male",97,0.29899,2.5,2007
"Male",98,0.31768,2.35,2007
"Male",99,0.33699,2.21,2007
"Male",100,0.35689,2.09,2007
"Female",0,0.00541,79.74,2007
"Female",1,3e-04,79.17,2007
"Female",2,0.00023,78.2,2007
"Female",3,0.00018,77.22,2007
"Female",4,0.00016,76.23,2007
"Female",5,0.00014,75.24,2007
"Female",6,0.00012,74.25,2007
"Female",7,1e-04,73.26,2007
"Female",8,1e-04,72.27,2007
"Female",9,1e-04,71.27,2007
"Female",10,0.00012,70.28,2007
"Female",11,0.00013,69.29,2007
"Female",12,0.00015,68.3,2007
"Female",13,0.00017,67.31,2007
"Female",14,0.00019,66.32,2007
"Female",15,0.00021,65.33,2007
"Female",16,0.00024,64.35,2007
"Female",17,0.00026,63.36,2007
"Female",18,0.00028,62.38,2007
"Female",19,0.00029,61.4,2007
"Female",20,0.00029,60.41,2007
"Female",21,0.00028,59.43,2007
"Female",22,0.00027,58.45,2007
"Female",23,0.00027,57.46,2007
"Female",24,0.00027,56.48,2007
"Female",25,0.00029,55.49,2007
"Female",26,0.00031,54.51,2007
"Female",27,0.00032,53.53,2007
"Female",28,0.00034,52.54,2007
"Female",29,0.00037,51.56,2007
"Female",30,0.00039,50.58,2007
"Female",31,0.00041,49.6,2007
"Female",32,0.00044,48.62,2007
"Female",33,0.00048,47.64,2007
"Female",34,0.00053,46.66,2007
"Female",35,0.00058,45.69,2007
"Female",36,0.00065,44.71,2007
"Female",37,0.00074,43.74,2007
"Female",38,0.00084,42.77,2007
"Female",39,0.00095,41.81,2007
"Female",40,0.00109,40.85,2007
"Female",41,0.00124,39.89,2007
"Female",42,0.00141,38.94,2007
"Female",43,0.00159,38,2007
"Female",44,0.00179,37.06,2007
"Female",45,0.00201,36.12,2007
"Female",46,0.00225,35.19,2007
"Female",47,0.00251,34.27,2007
"Female",48,0.00278,33.36,2007
"Female",49,0.00308,32.45,2007
"Female",50,0.0034,31.55,2007
"Female",51,0.00374,30.65,2007
"Female",52,0.00412,29.77,2007
"Female",53,0.00451,28.89,2007
"Female",54,0.00494,28.02,2007
"Female",55,0.00538,27.15,2007
"Female",56,0.00584,26.3,2007
"Female",57,0.00632,25.45,2007
"Female",58,0.00681,24.61,2007
"Female",59,0.00731,23.77,2007
"Female",60,0.00784,22.94,2007
"Female",61,0.00838,22.12,2007
"Female",62,0.00897,21.3,2007
"Female",63,0.0096,20.49,2007
"Female",64,0.0103,19.69,2007
"Female",65,0.01108,18.89,2007
"Female",66,0.01197,18.09,2007
"Female",67,0.013,17.3,2007
"Female",68,0.01417,16.53,2007
"Female",69,0.01554,15.76,2007
"Female",70,0.01712,15,2007
"Female",71,0.01898,14.25,2007
"Female",72,0.02114,13.52,2007
"Female",73,0.02368,12.8,2007
"Female",74,0.02666,12.09,2007
"Female",75,0.03012,11.41,2007
"Female",76,0.03412,10.75,2007
"Female",77,0.03871,10.11,2007
"Female",78,0.04393,9.5,2007
"Female",79,0.04978,8.91,2007
"Female",80,0.05629,8.35,2007
"Female",81,0.06346,7.82,2007
"Female",82,0.0713,7.32,2007
"Female",83,0.07981,6.84,2007
"Female",84,0.08902,6.39,2007
"Female",85,0.09895,5.97,2007
"Female",86,0.10964,5.57,2007
"Female",87,0.12112,5.19,2007
"Female",88,0.13347,4.84,2007
"Female",89,0.14675,4.51,2007
"Female",90,0.16089,4.2,2007
"Female",91,0.17623,3.91,2007
"Female",92,0.19252,3.64,2007
"Female",93,0.20975,3.39,2007
"Female",94,0.22792,3.15,2007
"Female",95,0.247,2.94,2007
"Female",96,0.26697,2.73,2007
"Female",97,0.28781,2.55,2007
"Female",98,0.30946,2.38,2007
"Female",99,0.33189,2.22,2007
"Female",100,0.35504,2.07,2007
"Male",0,0.00618,71.26,2008
"Male",1,0.00044,70.71,2008
"Male",2,0.00032,69.74,2008
"Male",3,0.00023,68.76,2008
"Male",4,0.00019,67.77,2008
"Male",5,0.00018,66.79,2008
"Male",6,0.00017,65.8,2008
"Male",7,0.00016,64.81,2008
"Male",8,0.00014,63.82,2008
"Male",9,0.00013,62.83,2008
"Male",10,0.00013,61.84,2008
"Male",11,0.00014,60.84,2008
"Male",12,0.00017,59.85,2008
"Male",13,2e-04,58.86,2008
"Male",14,0.00026,57.87,2008
"Male",15,0.00037,56.89,2008
"Male",16,0.00052,55.91,2008
"Male",17,0.00072,54.94,2008
"Male",18,0.00092,53.98,2008
"Male",19,0.00106,53.03,2008
"Male",20,0.00112,52.08,2008
"Male",21,0.00112,51.14,2008
"Male",22,0.00109,50.2,2008
"Male",23,0.00107,49.25,2008
"Male",24,0.00108,48.3,2008
"Male",25,0.00111,47.36,2008
"Male",26,0.00116,46.41,2008
"Male",27,0.00121,45.46,2008
"Male",28,0.00127,44.52,2008
"Male",29,0.00134,43.57,2008
"Male",30,0.00143,42.63,2008
"Male",31,0.00153,41.69,2008
"Male",32,0.00165,40.75,2008
"Male",33,0.00178,39.82,2008
"Male",34,0.00193,38.89,2008
"Male",35,0.00211,37.96,2008
"Male",36,0.0023,37.04,2008
"Male",37,0.00253,36.13,2008
"Male",38,0.00278,35.22,2008
"Male",39,0.00307,34.31,2008
"Male",40,0.0034,33.42,2008
"Male",41,0.00378,32.53,2008
"Male",42,0.00421,31.65,2008
"Male",43,0.00468,30.78,2008
"Male",44,0.00521,29.93,2008
"Male",45,0.00578,29.08,2008
"Male",46,0.00641,28.25,2008
"Male",47,0.00708,27.43,2008
"Male",48,0.00779,26.62,2008
"Male",49,0.00853,25.82,2008
"Male",50,0.00932,25.04,2008
"Male",51,0.01014,24.27,2008
"Male",52,0.011,23.52,2008
"Male",53,0.01189,22.77,2008
"Male",54,0.01282,22.04,2008
"Male",55,0.0138,21.32,2008
"Male",56,0.01484,20.61,2008
"Male",57,0.01592,19.91,2008
"Male",58,0.01707,19.23,2008
"Male",59,0.01829,18.55,2008
"Male",60,0.01958,17.89,2008
"Male",61,0.02094,17.24,2008
"Male",62,0.02239,16.59,2008
"Male",63,0.02393,15.96,2008
"Male",64,0.02557,15.34,2008
"Male",65,0.02732,14.73,2008
"Male",66,0.0292,14.13,2008
"Male",67,0.03122,13.54,2008
"Male",68,0.03341,12.96,2008
"Male",69,0.03579,12.39,2008
"Male",70,0.0384,11.83,2008
"Male",71,0.04127,11.29,2008
"Male",72,0.04444,10.75,2008
"Male",73,0.04797,10.23,2008
"Male",74,0.05189,9.72,2008
"Male",75,0.05624,9.22,2008
"Male",76,0.06108,8.74,2008
"Male",77,0.06641,8.28,2008
"Male",78,0.07227,7.83,2008
"Male",79,0.07867,7.4,2008
"Male",80,0.0856,6.99,2008
"Male",81,0.09308,6.6,2008
"Male",82,0.10111,6.22,2008
"Male",83,0.10969,5.87,2008
"Male",84,0.11884,5.53,2008
"Male",85,0.12858,5.21,2008
"Male",86,0.13894,4.9,2008
"Male",87,0.14994,4.61,2008
"Male",88,0.16164,4.34,2008
"Male",89,0.17409,4.08,2008
"Male",90,0.18724,3.83,2008
"Male",91,0.20132,3.6,2008
"Male",92,0.21615,3.38,2008
"Male",93,0.23173,3.18,2008
"Male",94,0.24806,2.98,2008
"Male",95,0.26511,2.8,2008
"Male",96,0.28289,2.63,2008
"Male",97,0.30135,2.48,2008
"Male",98,0.32049,2.33,2008
"Male",99,0.34025,2.19,2008
"Male",100,0.36062,2.06,2008
"Female",0,0.00517,79.96,2008
"Female",1,0.00034,79.38,2008
"Female",2,0.00025,78.4,2008
"Female",3,0.00019,77.42,2008
"Female",4,0.00014,76.44,2008
"Female",5,0.00012,75.45,2008
"Female",6,0.00011,74.46,2008
"Female",7,1e-04,73.46,2008
"Female",8,1e-04,72.47,2008
"Female",9,1e-04,71.48,2008
"Female",10,1e-04,70.49,2008
"Female",11,1e-04,69.49,2008
"Female",12,0.00011,68.5,2008
"Female",13,0.00013,67.51,2008
"Female",14,0.00018,66.52,2008
"Female",15,0.00024,65.53,2008
"Female",16,0.00028,64.54,2008
"Female",17,0.00031,63.56,2008
"Female",18,0.00031,62.58,2008
"Female",19,0.00029,61.6,2008
"Female",20,0.00027,60.62,2008
"Female",21,0.00025,59.63,2008
"Female",22,0.00025,58.65,2008
"Female",23,0.00025,57.66,2008
"Female",24,0.00026,56.68,2008
"Female",25,0.00027,55.69,2008
"Female",26,0.00029,54.71,2008
"Female",27,0.00031,53.72,2008
"Female",28,0.00033,52.74,2008
"Female",29,0.00035,51.76,2008
"Female",30,0.00038,50.78,2008
"Female",31,0.00041,49.79,2008
"Female",32,0.00044,48.81,2008
"Female",33,0.00048,47.84,2008
"Female",34,0.00053,46.86,2008
"Female",35,0.00059,45.88,2008
"Female",36,0.00066,44.91,2008
"Female",37,0.00074,43.94,2008
"Female",38,0.00083,42.97,2008
"Female",39,0.00094,42.01,2008
"Female",40,0.00106,41.05,2008
"Female",41,0.0012,40.09,2008
"Female",42,0.00136,39.14,2008
"Female",43,0.00154,38.19,2008
"Female",44,0.00173,37.25,2008
"Female",45,0.00195,36.31,2008
"Female",46,0.00218,35.38,2008
"Female",47,0.00243,34.46,2008
"Female",48,0.0027,33.54,2008
"Female",49,0.00299,32.63,2008
"Female",50,0.0033,31.73,2008
"Female",51,0.00363,30.83,2008
"Female",52,0.00399,29.94,2008
"Female",53,0.00437,29.06,2008
"Female",54,0.00477,28.18,2008
"Female",55,0.00521,27.32,2008
"Female",56,0.00567,26.46,2008
"Female",57,0.00616,25.6,2008
"Female",58,0.00668,24.76,2008
"Female",59,0.00722,23.92,2008
"Female",60,0.00777,23.09,2008
"Female",61,0.00835,22.27,2008
"Female",62,0.00895,21.45,2008
"Female",63,0.00957,20.64,2008
"Female",64,0.01024,19.84,2008
"Female",65,0.01097,19.04,2008
"Female",66,0.0118,18.24,2008
"Female",67,0.01275,17.46,2008
"Female",68,0.01385,16.67,2008
"Female",69,0.01516,15.9,2008
"Female",70,0.01669,15.14,2008
"Female",71,0.01851,14.39,2008
"Female",72,0.02066,13.65,2008
"Female",73,0.02317,12.93,2008
"Female",74,0.02611,12.22,2008
"Female",75,0.02951,11.54,2008
"Female",76,0.03344,10.87,2008
"Female",77,0.03793,10.23,2008
"Female",78,0.04301,9.61,2008
"Female",79,0.04872,9.02,2008
"Female",80,0.05508,8.46,2008
"Female",81,0.0621,7.92,2008
"Female",82,0.06979,7.41,2008
"Female",83,0.07816,6.93,2008
"Female",84,0.08722,6.48,2008
"Female",85,0.09699,6.05,2008
"Female",86,0.10753,5.65,2008
"Female",87,0.11884,5.27,2008
"Female",88,0.131,4.91,2008
"Female",89,0.14408,4.57,2008
"Female",90,0.15803,4.26,2008
"Female",91,0.17317,3.96,2008
"Female",92,0.18925,3.69,2008
"Female",93,0.20627,3.44,2008
"Female",94,0.22423,3.2,2008
"Female",95,0.24311,2.98,2008
"Female",96,0.26289,2.77,2008
"Female",97,0.28354,2.59,2008
"Female",98,0.30501,2.41,2008
"Female",99,0.32726,2.25,2008
"Female",100,0.35024,2.1,2008
"Male",0,0.00604,71.53,2009
"Male",1,0.00035,70.96,2009
"Male",2,0.00024,69.99,2009
"Male",3,0.00017,69.01,2009
"Male",4,0.00015,68.02,2009
"Male",5,0.00014,67.03,2009
"Male",6,0.00015,66.04,2009
"Male",7,0.00016,65.05,2009
"Male",8,0.00015,64.06,2009
"Male",9,0.00015,63.07,2009
"Male",10,0.00014,62.08,2009
"Male",11,0.00014,61.08,2009
"Male",12,0.00016,60.09,2009
"Male",13,2e-04,59.1,2009
"Male",14,0.00027,58.11,2009
"Male",15,0.00038,57.13,2009
"Male",16,0.00053,56.15,2009
"Male",17,0.00071,55.18,2009
"Male",18,0.00089,54.22,2009
"Male",19,0.00103,53.27,2009
"Male",20,0.00112,52.32,2009
"Male",21,0.00114,51.38,2009
"Male",22,0.00113,50.44,2009
"Male",23,0.00111,49.5,2009
"Male",24,0.00109,48.55,2009
"Male",25,0.00108,47.6,2009
"Male",26,0.00109,46.65,2009
"Male",27,0.00112,45.7,2009
"Male",28,0.00117,44.75,2009
"Male",29,0.00125,43.81,2009
"Male",30,0.00133,42.86,2009
"Male",31,0.00143,41.92,2009
"Male",32,0.00155,40.98,2009
"Male",33,0.00169,40.04,2009
"Male",34,0.00185,39.11,2009
"Male",35,0.00203,38.18,2009
"Male",36,0.00223,37.25,2009
"Male",37,0.00245,36.34,2009
"Male",38,0.0027,35.42,2009
"Male",39,0.00297,34.52,2009
"Male",40,0.00327,33.62,2009
"Male",41,0.0036,32.73,2009
"Male",42,0.00397,31.84,2009
"Male",43,0.00438,30.97,2009
"Male",44,0.00484,30.1,2009
"Male",45,0.00534,29.25,2009
"Male",46,0.00589,28.4,2009
"Male",47,0.0065,27.57,2009
"Male",48,0.00716,26.74,2009
"Male",49,0.00788,25.93,2009
"Male",50,0.00866,25.14,2009
"Male",51,0.00949,24.35,2009
"Male",52,0.01038,23.58,2009
"Male",53,0.01133,22.82,2009
"Male",54,0.01234,22.08,2009
"Male",55,0.01341,21.35,2009
"Male",56,0.01453,20.63,2009
"Male",57,0.01571,19.93,2009
"Male",58,0.01695,19.24,2009
"Male",59,0.01824,18.56,2009
"Male",60,0.01958,17.9,2009
"Male",61,0.02097,17.24,2009
"Male",62,0.02244,16.6,2009
"Male",63,0.02397,15.97,2009
"Male",64,0.02559,15.35,2009
"Male",65,0.02731,14.74,2009
"Male",66,0.02915,14.14,2009
"Male",67,0.03113,13.55,2009
"Male",68,0.03327,12.97,2009
"Male",69,0.03559,12.4,2009
"Male",70,0.03814,11.84,2009
"Male",71,0.04094,11.29,2009
"Male",72,0.04405,10.75,2009
"Male",73,0.04751,10.22,2009
"Male",74,0.05138,9.71,2009
"Male",75,0.05572,9.2,2009
"Male",76,0.06057,8.72,2009
"Male",77,0.06596,8.25,2009
"Male",78,0.07191,7.8,2009
"Male",79,0.07844,7.36,2009
"Male",80,0.08555,6.94,2009
"Male",81,0.09323,6.55,2009
"Male",82,0.10148,6.17,2009
"Male",83,0.1103,5.81,2009
"Male",84,0.11971,5.47,2009
"Male",85,0.12973,5.14,2009
"Male",86,0.14041,4.84,2009
"Male",87,0.15176,4.54,2009
"Male",88,0.16386,4.27,2009
"Male",89,0.17676,4.01,2009
"Male",90,0.19041,3.76,2009
"Male",91,0.20512,3.52,2009
"Male",92,0.22063,3.3,2009
"Male",93,0.23694,3.1,2009
"Male",94,0.25406,2.91,2009
"Male",95,0.27196,2.72,2009
"Male",96,0.29063,2.56,2009
"Male",97,0.31004,2.4,2009
"Male",98,0.33015,2.25,2009
"Male",99,0.35093,2.11,2009
"Male",100,0.37234,1.99,2009
"Female",0,0.00507,80.05,2009
"Female",1,3e-04,79.45,2009
"Female",2,0.00022,78.48,2009
"Female",3,0.00017,77.5,2009
"Female",4,0.00014,76.51,2009
"Female",5,0.00013,75.52,2009
